cond,disc,data
19305,8232906825,"[[0,5,7,12,8,6,1],[0,1,1,1]]"
19305,1899901575,"[[0,-3,-11,-4,-3],[0,1,1,1]]"
19305,74536605,"[[1,4,3,0,4,2],[0,1,1,1]]"
19306,8481798315358956,"[[12,0,-7,12,0,-9,6],[0,1]]"
19306,15899321158,"[[-86,-74,-9,12,3,-1],[1,1]]"
19307,19307,"[[2,-4,4,-4,1,-1],[1,1,1,1]]"
19311,521397,"[[-1,9,-22,1,28,15,2],[0,0,0,1]]"
19312,5378932736,"[[-24,-32,13,19,-3,-2],[0,0,1,1]]"
19312,42022912,"[[-4,16,-18,-1,5,1],[1,0,1]]"
19312,21515730944,"[[-2,-20,-27,134,47,4],[]]"
19312,79101952,"[[0,1,2,3,2,-3,-4],[]]"
19314,3128868,"[[1,1,-7,-9,0,-1],[0,1,0,1]]"
19320,990527343750000,"[[-6,11,16,4,-1,-6],[1,1]]"
19320,170634240,"[[-7,-5,-3,-6,-2,-1,-1],[0,1,0,1]]"
19320,2704800,"[[-1,10,-47,68,-22,2],[1,1]]"
19320,3956736000,"[[24,63,29,-59,-64,10,25],[]]"
19320,159602068684800,"[[-11,56,-38,-85,-25,3],[]]"
19320,136155328646331529364273346908880,"[[38,-451,-965,-765,1632,-850,136],[1,1]]"
19320,17472902343750000,"[[6,-3,-20,24,17,-18],[1,1]]"
19320,6879972556800,"[[0,-70,-27,22,5,-2],[]]"
19320,5408363520,"[[7,2,15,7,11,3,2],[0,1,0,1]]"
19320,2535750000,"[[0,6,5,-1,3,-1],[0,0,1]]"
19320,4057200,"[[0,6,7,0,-2,-1],[0,0,1,1]]"
19320,15558519029760000,"[[0,-16,-47,17,43,3],[]]"
19323,19651491,"[[0,3,-53,255,-205,59,-6],[0,1,0,1]]"
19323,367137,"[[-1,-2,-2,-1,-2,-1],[1,1,1]]"
19323,1565163,"[[-16,-1,30,2,-19,-1,4],[1,1]]"
19323,226648416365307234212481,"[[-212,-88,-65,87,10,21,-16],[1,1,0,1]]"
19323,1565163,"[[-3,21,-55,43,14,1],[1,0,1]]"
19323,14325936939,"[[0,81,96,11,-11,1],[0,0,1]]"
19324,19787776,"[[-2,-1,4,-1,-2,1],[1,0,0,1]]"
19324,77296,"[[-5,12,-9,-4,3,1],[1,1,1]]"
19326,38652,"[[3,-4,5,-1,0,1],[1,0,0,1]]"
19326,14444822688112404,"[[0,9,144,236,54,1],[0,1,1]]"
19326,618432,"[[21,-93,106,-3,-10,-1],[0,1,1]]"
19326,8559894926288832,"[[16,-12,-19,-19,14,21,5],[0,1,1,1]]"
19328,618496,"[[-7,20,-7,-12,0,1],[0,0,1]]"
19328,2473984,"[[1,-4,3,4,-2,-1],[0,0,1]]"
19328,39583744,"[[0,-32,18,-8,4,-1],[0,0,1,1]]"
19328,1328210046353408,"[[0,-16,56,-65,-36,-4],[]]"
19328,38656,"[[-3,-4,4,3,-2,-1],[0,0,1,1]]"
19328,21251360741654528,"[[17,-29,-53,49,72,16],[]]"
19328,158334976,"[[-1,0,-2,2,0,0,1],[]]"
19328,77312000000000000,"[[0,-4,145,316,21,2],[]]"
19328,648540061696,"[[-5,8,-18,14,-8,8,-3],[]]"
19328,38656,"[[0,1,3,4,3,1],[1,0,1]]"
19328,39583744,"[[0,4,-5,6,-5,2,-1],[]]"
19328,4947968,"[[4,2,10,4,6,2],[1,1,1,1]]"
19328,154624,"[[0,4,11,7,-3,-1],[0,1,0,1]]"
19328,39583744,"[[0,4,5,6,5,2,1],[]]"
19328,87045573597816946688,"[[-104,-24,-306,-208,-248,-256,-72],[]]"
19328,309248000000000000,"[[-44,-18,-34,12,-11,0,1],[0,1]]"
19328,81067507712,"[[13,-3,38,-26,31,-32,9],[0,1]]"
19328,158334976,"[[-4,0,4],[0,0,1,1]]"
19328,9895936,"[[-4,0,-8,2,-4,2],[0,0,1]]"
19328,1297080123392,"[[9,22,18,0,-7,2],[]]"
19328,19791872,"[[1,0,3,2,0,-1],[0,0,1]]"
19328,8766239507117768704,"[[-52,-16,68,-22,-37,8],[0,0,1]]"
19328,5188320493568,"[[-68,44,60,-25,-20,3,2],[0,0,1,1]]"
19328,9895936,"[[1,-2,-4,-2,-4,-1,-1],[0,0,1,1]]"
19328,1266679808,"[[12,13,6,-4,-2,-1],[1,1,1,1]]"
19328,1266679808,"[[2,3,-1,-2,-2,-2,1],[1,1]]"
19328,332052511588352000000000000,"[[352,144,270,-96,88,0,-8],[]]"
19341,10966347,"[[12,-19,-12,19,1,1],[0,1,1]]"
19341,126896301,"[[2,-5,5,-5,3,-2,1],[0,0,1,1]]"
19341,32899041,"[[2,10,-5,18,-5,7],[1,1,1]]"
19341,135387,"[[0,7,-6,-4,2,1],[0,0,1]]"
19341,10966347,"[[-5,-2,13,-3,-11,7],[0,1,1]]"
19341,406161,"[[-1,-2,-1,-1,0,-1],[0,1,1,1]]"
19343,19343,"[[1,-2],[1,0,0,1]]"
19344,928512,"[[0,-1,-5,-4,-6,-8,-3],[]]"
19344,928512,"[[0,1,-2,-4,4,7,3],[]]"
19344,4023552,"[[-1,1,0,0,-2,-1],[]]"
19344,22284288,"[[1,1,-2,2,3,-4,1],[0,1]]"
19344,158466048,"[[0,4,10,10,-2,-2],[1,1,1,1]]"
19344,75209472,"[[1,4,2,0,3,-1],[]]"
19351,607254884493759,"[[57,99,0,-66,-7,18,-3],[0,0,1]]"
19356,22298112,"[[0,1,-1,3,3,2],[1,0,0,1]]"
19356,365332267008,"[[0,8,1,-1,8,-3,2],[0,1,0,1]]"
19356,301024512,"[[2,3,2,-2,1,1],[1,0,1]]"
19356,929088,"[[1,3,-1,-2,-1],[0,1,1,1]]"
19356,2419500000000000,"[[-6,13,-26,35,-3,-3,1],[0,1,1]]"
19359,1143129591,"[[-1,-2,3,1,-4,-3],[1,1,1]]"
19359,19359,"[[0,-1,-2,0,1,-1],[1,1,1]]"
19359,127610595703125,"[[8,-23,29,-32,18,-12,2],[0,1,0,1]]"
19360,2537553920,"[[-20,20,-27,14,-9,2,-1],[0,0,0,1]]"
19360,914656235356160,"[[-4,16,44,-28,-57,14,-1],[]]"
19360,20605375670103572480,"[[-28,12,-89,28,-64,24,-4],[]]"
19360,19650817556480,"[[7,3,22,7,16,6,1],[0,1]]"
19360,941050467605957857280,"[[-308,-440,-66,11,-47,5,-3],[0,0,1,1]]"
19360,3117947360000,"[[-3,10,18,-42,-59,-13,-1],[0,0,1,1]]"
19360,198246400,"[[-7,3,-3,2,3,-1,-1],[0,1,0,1]]"
19360,2598455214080,"[[12,16,36,28,27,10,5],[]]"
19360,41575283425280,"[[124,256,68,-44,31,-6,1],[]]"
19360,40600862720,"[[-8,-32,-17,22,-31,12,-4],[1]]"
19360,193600,"[[1,2,-1,0,1,-1],[0,0,1,1]]"
19360,51969104281600,"[[3,10,-1,-12,-12,16,-4],[]]"
19360,872284160,"[[1,-4,-11,7,14,-4],[0,0,1,1]]"
19360,27258880,"[[1,6,9,1,2,1],[]]"
19360,49561600,"[[-1,-3,0,3,3,-4,1],[1,1]]"
19360,545177600,"[[-3,4,-2,-4,3,2],[]]"
