cond,disc,data
38700,987204801600000,"[[1,-14,-7,2,-14,0,1],[1,1,0,1]]"
38700,11244879693225000000,"[[31,-75,-65,11,45,0,-7],[1,0,0,1]]"
38700,987204801600000,"[[6,15,-14,15,-1,-5],[1,0,1,1]]"
38700,1161000,"[[0,-2,0,4,2],[1,0,1,1]]"
38701,8862529,"[[4,1,1,-1,1,-1],[1,0,1,1]]"
38701,503113,"[[-1,-2,3,5,-3,-4,-1],[0,1,1,1]]"
38702,48049074208768,"[[-13,-27,17,31,-13,-10,3],[1,1,1,1]]"
38702,2863948,"[[-1,-3,-4,-1,3,1],[1,1]]"
38702,309616,"[[1,1,-2],[0,1,0,1]]"
38704,9908224,"[[0,-4,-9,-3,1,-2],[0,0,1,1]]"
38704,154816,"[[-4,12,-7,-6,2,2],[0,1,0,1]]"
38704,2536505344,"[[0,-4,-1,9,7,-8,-4],[]]"
38704,21852310601728,"[[5,-16,27,-20,-9,4,1],[1,1,1,1]]"
38704,41558103556096,"[[-2,5,10,-17,11,-8,1],[]]"
38704,158531584,"[[1,1,-5,4,-2,-1,1],[1,0,1]]"
38708,619328,"[[0,1,-4,-3,-1],[0,1,1,1]]"
38709,185143947021,"[[-1,-5,18,-11,-7,-3],[1,1,1]]"
38709,276868343353271484375,"[[-45,-30,26,-18,11,20,-5],[0,1,1]]"
38709,499462227,"[[0,3,17,18,-10,1],[0,1,1]]"
38709,2392984444207104,"[[7,22,28,36,20,14,-1],[]]"
38711,38711,"[[0,-2,3,-2,-4,-1],[1,1]]"
38712,301024512,"[[0,4,-3,-9,2,2],[0,0,0,1]]"
38712,301024512,"[[145,-131,-66,43,10,-4,-1],[1,1,1,1]]"
38712,5708316672,"[[-4,12,5,-22,-11,2],[]]"
38712,1232996401152,"[[0,-16,72,-61,-8,12,2],[0,0,0,1]]"
38712,1975021823232,"[[-9,68,-74,-69,42,13,-7],[1,1,1,1]]"
38712,301024512,"[[2,3,-11,-5,9,4],[1]]"
