cond,disc,data
1127,1127,"[[0,0,-1,1,-1,-1],[1,0,1,1]]"
1136,9088,"[[1,-1,2,-1,1],[0,1,0,1]]"
1136,290816,"[[-8,-24,-15,9,5,-3],[0,0,1,1]]"
1136,693359375000000000000,"[[40,-120,165,-5,-79,-33,-4],[0,0,1,1]]"
1137,4768923648,"[[3,-20,23,60,-51,-106,-38],[]]"
1137,515043753984,"[[0,1,10,19,34,9],[]]"
1137,1137,"[[0,1,1,1],[0,1,1,1]]"
1142,9136,"[[1,3,2,-2,-2,1],[0,1]]"
1142,2284,"[[0,2,-2,-2,0,1],[0,1,0,1]]"
1145,1145,"[[0,1,1,-2,-2],[0,1,1,1]]"
1145,143125,"[[9,-10,9,-5,2,-1],[0,1,1,1]]"
1146,2292,"[[-1,-2,-3,-3,-2,-1],[1,1]]"
1146,20435702227402752,"[[0,-81,-18,175,64,-96,-48],[]]"
1147,35557,"[[0,-1,8,-18,8,-1],[0,1]]"
1147,35557,"[[-28,45,-6,-14,1,1],[1,1]]"
1148,8036,"[[-1,-5,1,5,-1,-1],[1,0,0,1]]"
1148,47068,"[[0,-2,0,4,2,-1],[1,1,1]]"
1164,1164,"[[-1,0,1,-1,-1],[1,0,0,1]]"
1164,670464,"[[0,-2,-2,-2,-1,-1],[0,1,1,1]]"
1164,158360914944,"[[-20,8,53,-13,-38,1],[1,1,1]]"
1168,9568256,"[[-2,1,-3,-2,-1,-1],[1,1,1,1]]"
1168,9568256,"[[-20,-2,29,-20,-3,20,-12],[1,1,1,1]]"
1176,6800435970048,"[[0,-2,3,30,17,-28,-20],[]]"
1176,10362569097216,"[[0,-8,-19,-33,-36,-25,-11],[]]"
1176,1595180667340848,"[[-9,3,-2,21,0,-14],[1,1]]"
1176,2756472193164985344,"[[0,63,-30,-49,-4,14,5],[0,1,0,1]]"
1180,18880,"[[0,0,-2,0,4,2],[1,0,0,1]]"
1180,41097650503680,"[[-7,13,6,-6,-15,-8],[1,1,1]]"
1184,2368,"[[-1,-1,0,0,-1,-1],[1,1,1,1]]"
1184,606208,"[[0,2,2,-4,-3,2,1],[]]"
1184,606208,"[[1,2,5,4,6,2,2],[]]"
1184,592000000000000,"[[0,4,13,-40,-122,38,39],[]]"
1192,19072,"[[1,1,-2,-1],[0,1,0,1]]"
1197,463742325333,"[[-28,7,-11,-10,1,1],[0,0,1]]"
1197,7853517,"[[3,13,-45,-53,-55,-34,-7],[0,0,1]]"
1197,410571,"[[0,-1,12,7,-3,-1],[0,1,0,1]]"
1197,10773,"[[2,-1,-1,-1],[0,0,1,1]]"
1198,2396,"[[0,-1],[1,0,0,1]]"
1205,1205,"[[0,1,2,0,-1],[0,0,0,1]]"
1206,11536521228,"[[-1,-5,-4,-6,-9,-3],[1,1]]"
1206,193550708530741248,"[[-7,54,-32,-306,-220,-6],[1,0,1]]"
1206,1389312,"[[0,-3,4,2,-2,-1],[0,0,1,1]]"
1206,142426188,"[[-11,19,10,-20,-7,6,2],[0,1,0,1]]"
1207,1207,"[[0,1,-1,-1,0,-1],[0,1,1,1]]"
1210,459497298635721610,"[[11,-33,41,-44,-61,-22,-3],[0,1,0,1]]"
1210,117631308450744732160,"[[-69,99,-259,33,-25,-55,-11],[1,0,1]]"
1216,1216,"[[-1,0,1,-1,-1],[0,0,1,1]]"
1216,19456,"[[-1,6,-6,-11,3,4],[0,0,1]]"
1225,203551699738806125,"[[-9,-28,-39,-35,5,14,7],[1,0,1]]"
1225,5044200875,"[[0,-5,40,-77,-12,-1],[0,0,1]]"
1230,196101729000000,"[[0,3,-42,1,29,8],[0,1,1]]"
1231,1231,"[[-2,1,2,-1,-1],[1,0,0,1]]"
1239,8673,"[[-1,0,0,-1,-1],[0,1,1,1]]"
1253,7223295653,"[[-6,-11,-16,-10,-7,-1,-1],[1,1,0,1]]"
1253,2987384796142578125,"[[86,155,7,-33,36,-8,1],[1,0,1,1]]"
1253,1253,"[[0,0,1,-1,1,-1],[1,0,1,1]]"
1254,2423495448,"[[0,-3,-23,-18,9,-1],[0,1,1]]"
1258,21386,"[[-1,5,-4,-5,4,1],[0,1]]"
1264,5177344,"[[0,-4,-27,-2,6,-1],[0,0,1]]"
1264,1357209665536,"[[0,-8,-17,-16,-18,-8,-1],[]]"
1264,355784370562269184,"[[-10,68,-105,-13,60,16],[1,1]]"
1269,1269,"[[0,1,2,2,2,1],[0,0,0,1]]"
1269,1474909801623,"[[-19,16,12,-24,-2,9,2],[0,1,0,1]]"
1269,674398629,"[[0,9,-15,-8,15,1],[0,0,1]]"
1269,8325909,"[[-17,-16,10,8,-3,-1],[0,1,0,1]]"
1269,102789,"[[-103,-16,-80,-8,-21,-1,-2],[0,1,0,1]]"
1269,6069587661,"[[0,-3,3,0,-4,-3],[0,0,1]]"
1269,87091948876036527,"[[57,-48,-37,72,4,-27,-7],[0,1,0,1]]"
1269,6069587661,"[[309,48,239,24,61,3,5],[0,1,0,1]]"
1269,674398629,"[[-43,61,-2,-18,0,1],[1,1]]"
1269,8325909,"[[0,1,12,27,10,1],[0,1]]"
1269,102789,"[[0,1,-1,0,1,1],[0,0,1]]"
1270,1270,"[[-1,-3,-2,2,1,-2],[0,1,1,1]]"
1270,325120,"[[-11,-105,-122,-18,12,-1],[0,1,1]]"
1270,4981743212928750,"[[21,-54,38,-14,20,0,3],[0,1,1]]"
1272,108666562500000000000000000,"[[-5,60,-245,610,-415,340,60],[]]"
1272,2329101562500000000000,"[[-404,-445,472,255,-49,170,-180],[1,0,1]]"
1272,34371472356091625472,"[[-8,12,74,21,-84,-16],[1,1]]"
1272,122112,"[[0,-3,4,-2,-1,1],[0,1,0,1]]"
1280,12800,"[[0,2,1,-1,-1],[0,0,0,1]]"
1280,80335512599040,"[[12,-18,-9,3,9,0,-1],[0,0,0,1]]"
1280,19613162255625000000000,"[[-588,234,369,141,-180,-45,5],[0,0,0,1]]"
1284,5136,"[[0,1,0,-2,2,-2],[0,1,1,1]]"
1284,5385486336,"[[15,-18,16,12,-16,-2,3],[]]"
1284,581632524288,"[[0,9,-17,-43,41,99,41],[]]"
