cond,disc,data
12034,32034508,"[[1,9,26,26,6,1],[0,1,1]]"
12034,12790721988,"[[-4,-1,2,7,3,2],[1,1,1]]"
12036,615677508,"[[0,3,25,46,-40,9,-1],[0,1,1,1]]"
12036,17089398852,"[[-3,-2,-2,5,-4,1,-1],[0,1,1,1]]"
12037,50486837248,"[[-1,6,-8,12,-8,2,-1],[]]"
12038,24076,"[[0,-2,0,7,-8,2],[1,1,1]]"
12041,202014457856,"[[-2,3,16,-11,8,-1],[]]"
12042,12799225044,"[[-34,27,22,-17,-7,3,1],[1,0,1]]"
12042,353872974016512,"[[5,9,-18,37,-27,18,-4],[1,0,0,1]]"
12042,3901608,"[[1,1,0,0,-2,0,-1],[0,1,0,1]]"
12043,2940185546875,"[[-39,-59,-12,0,-6,2],[0,0,1,1]]"
12043,12043,"[[0,-1,-2,-1,-1,-1],[1,1]]"
12044,808259158016,"[[10,3,-4,-27,20,-1],[]]"
12046,6167552,"[[0,-1,4,-7,-13,-6,-1],[0,0,1,1]]"
12050,24100,"[[1,1,-1,-2,0,1],[0,1]]"
12050,404330905600,"[[1,-5,3,-10,9,1],[0,1,0,1]]"
12051,57639559419,"[[-7,0,13,0,-4,3],[1,0,1]]"
12052,756409060815336,"[[-10,-18,-32,-17,-16,-5,-4],[1,0,1,1]]"
12052,6170624,"[[5,1,-4,-1,-1,-1],[0,1,1]]"
12052,3504972589489455104,"[[0,-32,-15,-57,8,-16],[]]"
12053,50553946112,"[[-2,10,5,8,-1,0,-1],[]]"
12053,12053,"[[0,0,3,-1,-2],[1,0,0,1]]"
12054,486422378778,"[[-4,3,-13,10,-12,3,-1],[1,1,1]]"
12054,2170799033338834577989632,"[[343,0,-870,-98,581,56,-112],[0,1]]"
12060,72360,"[[0,0,-3,-3],[1,0,1,1]]"
12064,96512,"[[3,-2,3,-3,1,-1],[1,1,1,1]]"
12064,24128,"[[1,2,2,1,1],[0,0,0,1]]"
12067,12067,"[[1,2,0,-1],[0,1,1,1]]"
12068,772352,"[[1,3,2,-1,-1,-1],[0,1,1]]"
12068,8278648,"[[12,-7,8,-6,-2,1],[1,0,0,1]]"
