cond,disc,data
21600,3632067084375000000000000,"[[-1140,-240,-559,-105,-98,-15,-4],[0,1,0,1]]"
21600,3677467922929687500000000,"[[-135,90,210,-105,-79,75,30],[0,0,1]]"
21600,154968195600000000000000000,"[[60,-100,-15,30,-185,-60,-34],[0,0,0,1]]"
21600,1160950579200,"[[-56,-48,-55,-14,-12,-1,-1],[0,0,0,1]]"
21600,1652994086400,"[[0,12,3,0,5,3],[0,0,1]]"
21600,1859618347200,"[[-3,-12,-4,-3,-2,-3,-1],[0,1,0,1]]"
21600,21158324305920000,"[[-7,94,-435,692,-213,22,-1],[1,1,1,1]]"
21600,3542940000000000,"[[8,40,23,-39,-10,9],[0,0,1]]"
21600,10935000000000000000,"[[0,-20,126,-270,-155,-20],[0,1]]"
21600,62278242187500000000,"[[45,-30,-70,35,26,-25,-10],[0,0,1]]"
21600,61509375000000000000,"[[380,80,186,35,32,5,1],[0,1,0,1]]"
21600,3542940000000000,"[[-216,-360,-69,39,3,-1],[0,0,1]]"
21600,154968195600000000000000000,"[[120,-160,45,-330,170,-75,11],[0,0,0,1]]"
21600,238878720000,"[[9,-18,6,9,-2,1,1],[0,0,1]]"
21600,27993600,"[[0,4,-1,0,-2,1],[0,0,1]]"
21600,31492800,"[[1,-4,1,-1,0,-1],[0,1,0,1]]"
21600,358318080000,"[[2,31,144,230,70,7],[1,1,1,1]]"
21600,1160950579200,"[[20,31,54,38,28,7,2],[1,1,1,1]]"
21600,72559411200,"[[5,10,5,-8,-10,-2],[]]"
21600,619872782400,"[[-12,18,9,12,0,0,-1],[0,0,0,1]]"
21600,158687432294400,"[[-30,-54,27,60,-18,-18,6],[]]"
21600,21357421875000000000,"[[1,0,57,285,-214,55,-5],[1,0,1]]"
21600,16875000000000000,"[[-20,40,85,-150,-175,125,125],[]]"
21600,6750000000000000,"[[4,-26,56,-35,12,9],[0,1,0,1]]"
21600,8640000000,"[[0,1,2,8,-5,-7,-55],[]]"
21600,1845281250000000000,"[[-61,-54,-23,-40,-9,6,-3],[1,0,1]]"
21600,96855122250000000000000,"[[-27,-81,56,135,-225,144,-48],[0,1]]"
21600,331776000000,"[[31,87,33,-50,-7,7,-1],[1,1,1,1]]"
21600,1265625000000000,"[[8,8,5,0,11,-12,3],[0,0,1]]"
21600,1423828125000000,"[[9,-12,11,10,20,8,1],[0,1]]"
21600,357046722662400,"[[0,9,15,3,-18,-24,-12],[]]"
21600,3796875000000000,"[[31,0,-13,25,11,-5,-1],[1,0,1]]"
21600,6750000000000000,"[[55,35,16,0,-10,-2,1],[1,1]]"
21600,3796875000000000,"[[29,-154,-30,30,1,-2],[0,0,1,1]]"
21600,6046617600,"[[0,-3,-5,-1,6,8,4],[]]"
21600,5374771200,"[[2,-1,3,-4,2,5,1],[0,1,0,1]]"
21600,6347497291776000000,"[[1752,-1800,-459,318,18,-9,-1],[0,0,0,1]]"
21600,5771116631870668800,"[[-369,-42,-289,28,-60,16,-4],[]]"
21600,9555148800,"[[4,-10,6,1,-2,2,1],[0,1]]"
21600,1423828125000000,"[[9,-12,10,0,-4,-7,6],[0,0,1]]"
21600,1265625000000000,"[[16,-43,31,5,12,2],[0,1,0,1]]"
21600,331776000000,"[[-94,187,-32,-50,6,3],[1,1,1,1]]"
21600,10019299708108800,"[[-16,40,-25,-4,8,-8,-4],[]]"
21600,1054687500000000,"[[0,-5,-10,20,10,5,5],[]]"
21600,5503765708800,"[[92,10,72,-7,15,-4,1],[1,1]]"
21600,96855122250000000000000,"[[-96,-18,101,-105,-45,72,-24],[0,1]]"
21600,6347497291776000000,"[[-4,-72,-297,138,441,180,12],[1]]"
21600,5635856085811200,"[[-8,4,-13,16,-10,-20,-5],[]]"
21600,1845281250000000000,"[[-18,-89,-144,-110,-88,-29,-6],[0,1,0,1]]"
21603,444524931,"[[1,3,-3,-4,-2,5,-1],[1,0,0,1]]"
21603,897039982209609,"[[11,-39,19,-10,0,-2,-1],[1,0,0,1]]"
21605,626545,"[[3,8,1,-6,-1],[1,0,1,1]]"
21607,67812021935810647,"[[-29,60,-11,10,-35,-21,-3],[1,1,0,1]]"
21607,21607,"[[0,-1,-1,-1,-2,-1],[1,0,1,1]]"
21607,21607,"[[0,1,1,-1,1,-1],[0,1,1,1]]"
21608,172864,"[[1,0,0,0,2,3,1],[0,0,1,1]]"
21611,21611,"[[-1,1,1],[1,0,1,1]]"
21611,11484971451,"[[1,3,-4,4,5,2],[1,0,1,1]]"
21611,21611,"[[-7,-15,-23,-15,-6,3,1],[1,1,0,1]]"
21612,44261376,"[[-3,5,-10,8,-8,2,-1],[0,1,1,1]]"
21612,84094671006775721852928,"[[-48,140,-129,-40,16,46,14],[0,1,0,1]]"
21614,2778194830905040896,"[[6,-18,11,-30,-32,18,-4],[0,1,0,1]]"
21615,3566475,"[[-25,24,12,-10,-3,1],[0,1,0,1]]"
21615,1621125,"[[-11,30,-21,-9,5,2],[1,1,1,1]]"
21615,870721435546875,"[[0,-33,-50,-23,-21,-1],[0,0,1]]"
21618,1734734335413583872,"[[0,-48,-24,-27,-27,0,-7],[0,0,0,1]]"
21618,22136832,"[[-1,-5,-8,-1,1,1],[1,1]]"
21619,90676658176,"[[-14,18,-7,8,-5,0,-1],[]]"
21622,691904,"[[1,5,-4,-5,1,1],[1,1]]"
21627,1751787,"[[0,3,3,-3,-2,1],[0,0,0,1]]"
21627,47298249,"[[1,-12,22,15,5,4,1],[1,0,1,1]]"
21627,18324310756423761,"[[1,-39,16,-12,-4,1,1],[1,0,1,1]]"
21627,103441270563,"[[0,3,-15,12,-12,6,-1],[0,0,0,1]]"
21627,2792914305201,"[[-4,36,-68,-47,-16,-14,-4],[1,0,1,1]]"
21627,18324310756423761,"[[-8,-20,-40,2,-2,3,1],[1,1,0,1]]"
21630,4362424920,"[[0,3,18,23,-6,1],[0,1,1]]"
21632,23784635532050432,"[[8,48,40,16,-14,-4],[]]"
21632,371634930188288,"[[-883,382,234,-72,-19,2],[]]"
21632,23227183136768,"[[-4,-24,-20,-8,7,2],[]]"
21632,2768896,"[[1,0,-1,-2,0,2,1],[]]"
21632,1807516209946568163328,"[[14,55,-9,33,44,-26,12],[1,0,1]]"
21632,19325016369790976,"[[0,16,-52,99,44,4],[0,0,1]]"
21632,2249728,"[[1,2,-4,1,6,-5,1],[1,0,1]]"
21632,5715885149313941380762959872,"[[-260,104,780,-832,-273,-26],[]]"
21632,64313654478664368128,"[[38,-280,380,-56,-106,-16],[]]"
21632,59896758272,"[[-5,35,-48,7,13,2],[1,0,1]]"
21632,374596249145438462329681338171392,"[[-2366,4992,-1404,-520,130,104],[]]"
21632,380554168512806912,"[[1766,-764,-468,144,38,-4],[]]"
21632,17997824,"[[-1,1,0,2,2,-1],[1,0,1]]"
21632,294876348416,"[[0,-1,-1,-7,-15,8,16],[]]"
21632,294876348416,"[[3,-7,-8,4,3,1,-1],[0,1,0,1]]"
21632,2768896,"[[0,2,2,2,2],[1,1,1,1]]"
21632,11075584,"[[8,-4,1,-2],[0,0,0,1]]"
21632,48666116096,"[[0,13,1,11,3,2,1],[0,1,0,1]]"
21632,348869943195430992478208,"[[-296,624,-176,-65,16,13],[1,0,1]]"
21632,75488345194496,"[[-12,70,-85,-25,44,16],[0,1]]"
21632,451879052486642040832,"[[17,-116,71,19,15,-19,-3],[1,0,1]]"
21632,22151168,"[[0,2,2,-5,-6,-1],[0,1,0,1]]"
21632,22151168,"[[1,2,1,-2,-3,0,2],[]]"
21636,620905903704,"[[17,-33,-26,40,20,-14,-7],[1,0,1,1]]"
21639,1089126531072,"[[0,-16,45,-41,-25,-3],[]]"
21644,726252126208,"[[5,-3,-14,18,1,-1],[0,1,1]]"
21644,18938500000000000,"[[-15,-113,-251,-149,26,1],[0,1,1]]"
21645,102133923840000,"[[-10,22,-47,48,-37,16,-5],[]]"
