cond,disc,data
38256,148739328,"[[0,4,7,-3,2,-2],[0,0,1,1]]"
38256,120342970368,"[[1,6,1,1,2,-3],[]]"
38256,10269266804736,"[[-1,-4,14,64,-33,4],[]]"
38256,1699595069138215398014976,"[[-286,244,11,114,69,-4,-4],[]]"
38256,29380608,"[[0,4,-4,4,-2],[0,0,0,1]]"
38256,10515729208049664,"[[0,2,0,-28,-16,-62,-16],[]]"
38256,718945238467088887144187875686144,"[[-1326,1887,-47,-1122,-255,272,68],[0,1]]"
38256,529334413418030871565918273536,"[[-280,-392,-945,-882,-763,-196,14],[]]"
38256,459072,"[[1,1,-1,0,-1,-1],[0,1,0,1]]"
38256,342695411712,"[[-5,-7,11,11,0,-2],[1,1]]"
38256,42062916832198656,"[[-16,-136,-289,-8,30,0,-1],[]]"
38256,123231201656832,"[[-4,12,-20,-25,4,5],[0,0,1,1]]"
38256,1224192000000000000,"[[38,-80,-61,126,-15,-28,-4],[]]"
38258,3875764948,"[[1,-10,25,-7,10,-1,1],[0,1,1]]"
38258,240139985673184036,"[[75,-120,-48,91,19,-9],[1,0,0,1]]"
38259,116982540140544,"[[-126,306,-103,-124,15,8,-1],[]]"
38259,251017299,"[[-1,4,-1,-4,-10,-5,-1],[0,1,1,1]]"
38259,116982540140544,"[[18,34,-71,-108,67,76,15],[]]"
38259,14822320488651,"[[3,-12,2,10,27,13,2],[0,1,1,1]]"
38259,3040098399,"[[-2,-13,-22,2,-2,1],[1,1,1]]"
38259,3040098399,"[[5,-5,-1,5,-4,-2,1],[1,0,0,1]]"
38259,5018581429157530143,"[[-4,-47,-62,66,-10,-9],[1,1,1]]"
38259,5018581429157530143,"[[0,-39,96,53,-12,0,1],[0,1,1,1]]"
38262,612192,"[[1,3,4,3,1,1],[0,1]]"
38262,4501486038,"[[0,1,-10,-15,-16,-8,-2],[0,0,1,1]]"
38265,191325,"[[0,5,7,0,-3],[0,0,0,1]]"
38267,1200859008057603,"[[6,9,-18,-15,11,0,3],[0,0,1]]"
38267,38267,"[[3,23,-42,47,-21,5,2],[1,0,1]]"
38267,188005771,"[[-7,4,4,1,2],[0,1,0,1]]"
38268,80253812736,"[[16,4,-20,-3,6,1],[0,1,1]]"
38268,1587050496,"[[5,21,22,-5,-9,2],[0,1,1]]"
38268,167384232,"[[2,-6,5,-2,0,1],[1,0,1,1]]"
38268,2401780778234424,"[[-13,-14,29,-2,4,0,-1],[1,1,0,1]]"
38268,229608,"[[3,-8,0,7,-1,-3,-1],[1,1,0,1]]"
38269,2692941470935023616,"[[-2,42,-68,82,-84,26,6],[]]"
38269,2697722154975232,"[[-49,42,96,4,-8,6,-1],[]]"
38272,313524224,"[[1,0,7,6,2,1],[0,0,1]]"
38272,2755250880512,"[[0,-2,-9,4,20,-8,-8],[]]"
38272,2990000000000000000000000,"[[-280,-760,20,-340,-105,-10,-30],[]]"
38272,10032775168,"[[-4,0,-4,-4,1,-1,-1],[0,0,1,1]]"
