cond,disc,data
4137,3406997391,"[[-28,31,-18,-4,4,-2,-1],[0,0,1,1]]"
4137,190891845703125,"[[0,-63,31,46,-14,-8,-1],[0,1,0,1]]"
4138,132416,"[[0,-3,4,10,4,1],[1,1]]"
4144,4243456,"[[-3,-4,18,8,-31,2,10],[]]"
4144,5685568,"[[0,2,3,4,2,-1,-1],[0,0,0,1]]"
4146,24876,"[[1,1,1,0,-2],[0,1,0,1]]"
4150,1266479492187500,"[[-39,38,-33,13,-2,1,1],[0,1,1]]"
4150,41500,"[[1,-3,2,1,-3,-1],[0,1,1,1]]"
4152,8579039308416,"[[-27,-27,47,32,-32,-10,8],[0,1]]"
4152,79435549152,"[[-2,0,3,10,0,-2],[0,1]]"
4152,49824,"[[-1,1,0,-1],[0,1,0,1]]"
4156,8312,"[[0,0,-2],[1,0,1,1]]"
4157,4157,"[[-1,2,-3,3,-2,1],[1]]"
4160,34078720,"[[0,-8,-14,14,-19,7,-3],[0,0,1]]"
4160,1064960000,"[[68,-104,-21,65,7,-13,-3],[1,0,1]]"
4160,16640,"[[1,-1,1,-1],[0,1,0,1]]"
4160,2163200,"[[0,1,-8,16,12,3],[0,1,0,1]]"
4167,6643543941,"[[-5,-12,-1,14,0,-3],[0,1]]"
4167,6643543941,"[[-3,-2,-7,2,1],[1,1,0,1]]"
4167,6643543941,"[[0,-6,1,-1,-1,-2],[1,0,1,1]]"
4167,6643543941,"[[-7,13,29,-5,-11,3],[1,1]]"
4167,12501,"[[0,-1,2,-4,3,-1],[0,1]]"
4167,439890056355023402404941,"[[-420,-63,-287,-7,-65,-4,-9],[0,0,1,1]]"
4168,266752,"[[-1,1,-2,1],[0,1,0,1]]"
4171,4171,"[[-1,2,-1,-2],[1,0,1,1]]"
4173,12519,"[[-4,1,5,-1,-2],[1,0,0,1]]"
4176,319578856704,"[[-3,0,-6,-6,-9,-3],[]]"
4176,5113261707264,"[[-7,-41,-75,-46,-9,7,-1],[1,1,1,1]]"
4176,138058066096128,"[[-7,-14,-3,24,3,-14,3],[1,1,1,1]]"
4176,146126592,"[[0,1,-16,-9,7,-1],[]]"
4178,4178,"[[-1,5,-4,-4,1,1],[0,1,1,1]]"
4181,115344970703125,"[[-1,14,-56,-46,24,-1],[1,1]]"
4181,472453,"[[1,4,6,1,2],[0,1,0,1]]"
4182,11875683948,"[[-58,13,39,3,-13,-1,1],[1,0,1]]"
4185,4185,"[[0,0,-2,-1,3,2],[1,0,0,1]]"
4185,4185,"[[-1,1,-1,0,-1],[1,1,0,1]]"
4185,3050865,"[[-8,11,7,-9,-3,1],[1,1,1]]"
4185,4708125,"[[-2,1,-7,1,-6,-1],[0,0,1]]"
4185,1122078015,"[[-1,14,-60,65,17,1],[0,1]]"
4185,37665,"[[2,0,1,2,-1,-1],[1,0,1,1]]"
4188,3293577216,"[[-4,4,-2,-5,4,3],[]]"
4190,8380,"[[0,-2,2,2,-2,-1],[0,1,1,1]]"
4190,255737304687500,"[[-48,-98,-62,2,13,-1],[0,1,1]]"
4192,1098907648,"[[-8,8,1,-2,0,1],[0,0,0,1]]"
4192,1125281431552,"[[-4,8,0,-4,-1,4,2],[]]"
4192,72018011619328,"[[11,-4,58,24,51,28,4],[]]"
4192,68681728,"[[-3,1,-15,-6,-13,-7,-1],[1,0,1]]"
4192,1073152,"[[1,0,1,3,0,-1],[0,0,1,1]]"
4192,68681728,"[[-8,18,-4,-13,1,4,1],[1,1]]"
4192,18004502904832,"[[0,-4,-31,-34,-30,-14,-3],[0,1,0,1]]"
4192,72018011619328,"[[31,-74,15,52,-4,-16,-4],[]]"
4192,18879089637937119232,"[[11,10,3,-4,28,80,44],[]]"
4192,1073152,"[[1,1,0,0,-1,-1],[0,1,0,1]]"
4196,16784,"[[9,-5,8,-4,2,-1],[1,1,1,1]]"
4196,8593408,"[[0,1,-7,16,-7],[1,0,0,1]]"
4196,33568,"[[1,1,-1,-1,-1,-1],[0,1,1,1]]"
4196,34373632,"[[1,3,1,-2,-2,-2],[0,1,1]]"
4197,4197,"[[4,-1,-3,-2,-1],[1,1,1,1]]"
4200,49325015040000,"[[0,16,8,1,-41,-33,-26],[]]"
4215,4741875,"[[8,21,14,2,1,-1],[1,1,1]]"
4215,636443688960,"[[0,1,-5,5,21,-21,-19],[]]"
4217,17687379968,"[[-2,2,-3,4,-5,0,-1],[]]"
4221,48134117481708526611328125,"[[30,-195,-120,-180,-79,-68,-34],[0,0,1,1]]"
4221,9499035483,"[[0,9,6,-5,3,-1],[0,0,1]]"
4221,1025703,"[[-102,-96,131,97,-70,-26,15],[1,0,1]]"
4224,9732096,"[[9,-6,10,-4,3,-1],[0,0,1,1]]"
4224,2890432512,"[[9,30,22,-14,-9,5,-1],[0,0,1,1]]"
