cond,disc,data
38112,2557653024768,"[[-3,12,-11,9,-9,-1,-1],[0,0,1,1]]"
38112,1219584,"[[0,1,-2,0,-2,-1],[1,0,1]]"
38115,1100570625,"[[3,-22,44,-15,-10,-1],[0,1,1]]"
38116,21437658112,"[[0,-1,-38,-24,16,-2],[0,1,1]]"
38116,156123136,"[[-3,-7,4,10,-4,-4,1],[0,1,1,1]]"
38117,38117,"[[26,44,6,-14,-1,1],[1,1]]"
38117,38117,"[[0,1,-2,-6,-1,1],[0,0,0,1]]"
38117,38117,"[[0,-1,-8,-18,-8,-1],[0,1]]"
38120,81862076661760,"[[0,16,-52,27,40,12,1],[0,0,1,1]]"
38120,1191250000000000,"[[31,-25,27,17,16,4,1],[1,0,1]]"
38120,76240,"[[1,1,-4,-2,2,1],[1,0,1]]"
38121,51804704342016,"[[0,-16,-20,-35,-22,-15,-4],[0,0,1]]"
38121,38121,"[[-1,5,-6,-1,1,-1,-1],[0,0,1,1]]"
38122,136629248,"[[4,2,4,-1],[0,1,0,1]]"
38122,1067416,"[[22,-1,15,-2,3,-1],[0,0,1,1]]"
38124,1954152843750000000,"[[0,27,155,162,-83,8],[0,1,1]]"
38124,8234784,"[[2,0,3,-5,-1,1],[1,0,0,1]]"
38124,12352176,"[[6,4,-3,8,3,-5,1],[0,1,1]]"
38124,16469568,"[[0,-2,2,0,2,-2],[0,1,1,1]]"
38124,17505207374976,"[[27,-189,389,-131,-196,-45,-3],[0,1,1]]"
38124,70020829499904,"[[-1,9,0,-8,-18,-9,-1],[1,0,0,1]]"
38125,4880000000000000000000,"[[-25,-30,40,40,80,70,15],[]]"
38125,372314453125,"[[-14,-30,5,27,-5,-5,1],[1,0,0,1]]"
38125,17817523621381988525390625,"[[-19,180,315,-53,-45,-45,-4],[1,0,0,1]]"
38125,23828125,"[[-1,-4,1,12,-2,-2],[0,1,1,1]]"
38125,1140321511768447265625,"[[-6,-81,-97,70,42,-32,8],[0,1,1,1]]"
38128,2558726766592,"[[-1,2,-2,0,-4,8,8],[]]"
38128,2558726766592,"[[1,-2,2,0,4,-8,-8],[]]"
38130,84419820,"[[5,13,3,-8,1,2],[0,0,1]]"
38133,114399,"[[7,-10,0,-1,1,1],[0,1,1,1]]"
38136,131798016,"[[-15,1,-9,7,-2,2,-1],[0,1,0,1]]"
38142,14428912028573016,"[[-3,3,2,61,-46,9],[0,1,1]]"
38144,1279900254208,"[[0,-1,10,-1,-24,-16],[]]"
38144,78118912,"[[0,4,3,8,7,4,4],[]]"
38144,1220608,"[[0,-1,3,-4,-5,-1],[]]"
38144,1220608,"[[0,1,2,-4,-5,4,4],[]]"
38144,23281250000000000000000,"[[140,30,-84,-120,32,20,1],[0,1,0,1]]"
38144,21545984479062528,"[[76,-47,-39,-9,-3,-2],[1,1,1,1]]"
38144,270316574205411328,"[[-15,-34,-12,14,23,11,-4],[0,0,1,1]]"
38144,81913616269312,"[[0,1,33,27,-33,-24,-4],[]]"
38144,327654465077248,"[[0,16,32,-9,-35,-11,-1],[]]"
38144,76288,"[[0,1,-1,1,-1],[1,1,1,1]]"
38144,19529728,"[[0,-4,-3,20,7,-22,-12],[]]"
38144,152576,"[[1,5,7,2,-2,-1],[0,1,0,1]]"
38144,1455078125000000000000,"[[-95,245,-24,-30,-8,-5,1],[0,1,0,1]]"
38144,312475648,"[[0,1,-3,-9,-8,-4],[]]"
38144,4999610368,"[[1,-4,-3,-1,6,1],[]]"
38144,19529728,"[[0,-2,15,-24,-15,-4],[]]"
38144,19529728,"[[0,1,-7,6,-3,-1],[]]"
38144,79993765888,"[[0,4,0,-31,9,-1],[]]"
38144,83879543059775488,"[[-8,-20,10,9,-36,16],[]]"
38145,15448725,"[[2,12,13,-11,-1,1],[1]]"
38148,2589524388,"[[-1,1,-7,-5,3,-1],[1,0,0,1]]"
38148,3231447024402432,"[[0,17,34,27,10,9],[]]"
38148,1029996,"[[-41,6,23,-4,-5],[0,1,1,1]]"
38148,1787435259588,"[[-1,-4,12,59,-27,3],[1,1,1]]"
38148,152592,"[[0,1,0,1,0,1],[1,1,1]]"
38148,920799982212,"[[-211,-50,-106,-19,-17,-2,-1],[0,1,1,1]]"
38148,44114942919168,"[[-7,13,-7,12,-13,0,-1],[1,1,0,1]]"
38148,55471464576,"[[3,-5,9,-5,4,-2,2],[0,1,1,1]]"
38148,1116151249043007209472,"[[-449,447,-26,-5,30,2],[1,0,1]]"
38148,105238975735202228461436928,"[[272,-204,-778,144,378,-68],[0,1,1]]"
38148,1460494948114278764689123584,"[[420,182,740,-424,334,-77,21],[0,1,1]]"
38148,11024772,"[[-19,-22,-22,-12,-8,-2,-1],[0,1,1,1]]"
38148,22018870884529728,"[[-31,70,-118,63,20,-5],[1,0,0,1]]"
38150,610400,"[[9,-1,21,-5,4,-1],[0,1,1,1]]"
38150,26170900000,"[[0,-1,12,69,18,1],[0,1,1]]"
38150,305200,"[[0,-1,1,2,1,1],[1,0,0,1]]"
38151,28346512350117888,"[[27,-18,36,0,12,6,3],[]]"
38151,6758335197,"[[129,-30,-304,46,239,-18,-63],[0,1,1]]"
38151,22731206206339851004071,"[[0,-81,-94,-89,-79,-21,12],[0,1,1]]"
38151,114453,"[[0,1,3,-1,-1],[0,0,0,1]]"
38151,38151,"[[0,0,-3,-3,-1],[1,0,1,1]]"
38152,6725035156250000,"[[-26,-15,84,-2,-44,2],[0,1]]"
38160,1780392960,"[[1,-3,15,-9,6,-6,1],[1,1,1,1]]"
38160,87499662435901440,"[[-216,108,-196,81,-57,12,-4],[0,1]]"
38160,87499662435901440,"[[108,-108,171,-81,65,-12,8],[0,0,1]]"
38160,124599020912640,"[[-15,30,-47,-1,17,4],[0,0,0,1]]"
38160,2442240,"[[0,-1,3,-1],[1,1,1,1]]"
38160,1825180970400000000,"[[-19,90,-71,45,2,-3,3],[1,0,1]]"
38160,2688303352931942400,"[[0,-72,-75,43,26,-12,8],[]]"
38160,19782144000,"[[2,3,1,-3,2,0,1],[1]]"
38161,38161,"[[1,-1,2,-1,0,-1],[0,0,1,1]]"
38167,149226139961266904866183,"[[124,-606,792,-120,-48,-11,-2],[1,1,1,1]]"
38167,38167,"[[-5,-4,6,2,-3,-1],[1,1,1,1]]"
38171,456635498046875,"[[-9,6,7,19,17,7,2],[1,1]]"
38171,9319091796875,"[[-1,30,-35,-9,5,7,2],[1,1]]"
38171,38171,"[[-1,-1,0,1,1,1],[1,0,1]]"
38175,71578125,"[[1,1,0,2,-3,2,-1],[0,0,1]]"
38176,625475584,"[[0,-1,-1,13,1,-24,-16],[]]"
38176,1221632,"[[1,1,0,0,-1,-1],[1,0,1]]"
38176,610816,"[[0,-1,3,1,1],[1,1,1,1]]"
38178,129881556,"[[0,21,-25,-11,11,3],[0,0,1,1]]"
38180,500432896000,"[[37,21,-28,-7,7,0,-1],[0,1,1,1]]"
38181,1030887,"[[0,9,-56,66,60,14,1],[0,1,1]]"
38181,381810000000000000000000000,"[[-5,360,-305,40,-355,310,-30],[]]"
38182,1221824,"[[4,2,0,-1,-2],[0,1,0,1]]"
38186,95617744,"[[0,1,-10,-2,-4,-1],[0,1,1]]"
38186,119713415488,"[[1,-4,12,-12,4,-3,1],[1,1]]"
38188,1222016,"[[-11,-5,-9,-5,-2,-1],[0,1,1]]"
38188,1251344384,"[[4,2,-6,-4,1,1,1],[0,1,1]]"
38189,38189,"[[0,2,1,-10,5,1],[1,0,1]]"
38192,355834864,"[[0,7,6,4,-2,-1],[0,1,0,1]]"
38192,40793457031250000000000,"[[-40,80,-35,-295,-139,20,5],[0,0,1]]"
38192,144098416,"[[-1,-9,-24,23,13,-2,-1],[1,1]]"
38192,5273965688804051008,"[[-24,-2,9,-52,-8,20,-11],[0,0,1,1]]"
38194,152776,"[[1,3,-1,-3,-1],[0,1,1,1]]"
38194,2114616493419976,"[[-8,3,15,0,3,-7,-2],[0,1,1]]"
38196,2923044542784,"[[20,6,-39,-5,27,0,-7],[1,0,0,1]]"
38196,352014336,"[[0,-2,-8,-4,2],[1,0,0,1]]"
38198,22217179136,"[[5,13,11,11,11,1],[0,1]]"
38198,1222336,"[[1,-3,0,4,-1,-1],[0,0,1,1]]"
38199,649383,"[[-1,-5,-8,0,4,-1],[1,1,1]]"
38200,93261718750000,"[[5,23,35,0,-10,-2,1],[1]]"
38200,93261718750000,"[[0,8,40,40,10,-2,1],[1]]"
38200,238750000,"[[0,3,6,6,3,-1],[1,1,1,1]]"
38200,4889600,"[[4,2,-8,-3,3,1],[0,1,0,1]]"
38200,933913600,"[[0,4,15,-2,16,2],[1,0,1]]"
38204,611264,"[[1,1,1,3,0,-2],[0,1,1,1]]"
38204,152955702620226022834171904,"[[96,-301,574,-557,140,-63,-2],[1,0,0,1]]"
38205,28843809177600,"[[0,-15,-12,-5,4,5,2],[]]"
38208,46783405965312,"[[4,22,0,6,-2,0,-1],[]]"
38208,9781248,"[[1,2,0,-2,0,2],[]]"
38211,343899,"[[0,-2,0,4,3,-1],[1,1,1]]"
38212,5008523264,"[[4,-6,8,-1,-9,3,1],[0,1,1]]"
38213,16508524691456,"[[51,62,-64,-56,8,6,-1],[]]"
38214,152856,"[[0,1,-9,30,-11,1],[0,1,1]]"
38214,10504184335958016,"[[16,-56,-31,155,115,1],[]]"
38214,305712,"[[1,-1,0,2,-1,1,1],[1,1,1]]"
38214,2323357508164537810944,"[[0,-144,56,-137,-104,-16],[]]"
38214,12560297012293193957376,"[[-60,-99,-57,-57,9,48],[]]"
38218,34880536714,"[[-1,7,-4,-18,-1,1],[0,1]]"
38218,728950500488281250000,"[[20,-155,395,-195,-259,-58,-4],[0,0,1,1]]"
38218,76436,"[[0,-1,2,-4,4,-2],[0,0,1,1]]"
38220,849401801745654743040,"[[21,-105,96,171,-107,-7],[0,1,1]]"
38220,308206080,"[[2,0,0,-1,-2,1],[0,1,1,1]]"
38220,138750524640,"[[-171,-107,-56,-65,-3,-9],[0,1,1]]"
38224,4892672,"[[0,-3,2,1,-3],[1,1,1,1]]"
38224,2515554003833409503232,"[[-40,-158,-201,-127,-66,31,14],[1,1,1,1]]"
38228,2905328,"[[-1,0,4,-1,-5,2],[0,1,1]]"
38232,3567504384,"[[0,24,-15,12,-7,1,-1],[0,0,1,1]]"
38232,4515122736,"[[2,4,3,2,-3,-2,-1],[1,1,1,1]]"
38232,167226768,"[[0,3,-3,1,4,-2],[0,1,0,1]]"
38232,487633255488,"[[53,49,-20,-11,5,-2],[0,1]]"
38232,2761954759084032,"[[-7,13,2,-9,9,-12],[1,1]]"
38232,110871576576,"[[0,6,9,-6,1,2],[]]"
38232,59852791631314944,"[[0,-3,30,-51,-72,-48],[]]"
38232,55742256,"[[0,-3,2,6,-2,-3,-1],[0,1,0,1]]"
38232,538675124681834496,"[[12,-48,-9,135,36,-48],[]]"
38232,5107438219205541888,"[[8,-28,10,-37,7,2,-7],[]]"
38232,229392,"[[-1,0,-2,1,0,1],[1,0,1]]"
38232,229392,"[[-3,7,-7,-2,3,1],[1,0,1]]"
38232,1505040912,"[[-17,32,10,-16,-3,2],[0,1,0,1]]"
38232,74323008,"[[0,-2,-1,-3,1,-2],[0,0,1]]"
38232,8026884864,"[[-3,3,-1,-3,4,0,-1],[0,1,0,1]]"
38232,132129792,"[[0,6,5,-1,-1,-1],[0,0,1,1]]"
38232,179558374893944832,"[[9,27,56,57,24,16],[]]"
38232,501680304,"[[0,6,0,-6,2,1,-1],[0,0,1,1]]"
38235,3097035,"[[0,1,-8,12,12,3],[0,0,0,1]]"
38236,152944,"[[1,6,9,11,6,3],[0,1,0,1]]"
38236,626458624,"[[-3,1,-4,1,3,1],[0,1,1]]"
38236,1184398336,"[[5,-7,-20,10,16,-2,-3],[0,1,1]]"
38238,229428,"[[1,5,5,-3,-4,1],[0,1,0,1]]"
38240,3284790987980800000,"[[12,-8,-74,25,120,16],[]]"
38240,78315520,"[[0,-4,1,12,2,-10,-5],[]]"
38240,313262080,"[[0,2,-9,-7,36,48,16],[]]"
38248,1070944,"[[1,-4,5,-4,4,-1],[0,0,1,1]]"
38249,879727,"[[3,1,-8,-2,6,0,-2],[1,0,1,1]]"
38250,6242400000000000,"[[0,-48,-23,-24,-18,-3,-3],[0,0,1]]"
38250,18910217285156250,"[[-9,9,81,-23,-32,1,2],[0,1,1,1]]"
38250,21945937500,"[[0,-3,0,-10,12,-3],[0,1,1]]"
38250,2801513671875000,"[[8,4,1,-25,5,9,2],[0,1]]"
38250,128635709238281250,"[[0,75,111,-10,-46,2,2],[0,1,1]]"
38250,10367085307500,"[[-7,13,11,-16,-12,-5],[1,1]]"
38250,128635709238281250,"[[0,405,-97,-69,7,3],[0,1,1]]"
38250,6242400000000000,"[[16,24,-43,24,-23,4,-3],[0,0,1,1]]"
38250,21945937500,"[[3,6,-2,-2,4,0,-1],[0,1,1]]"
38250,399513600000,"[[0,16,9,-2,3,-2],[0,0,1,1]]"
38250,573750,"[[-4,-17,-14,18,12,-12,2],[1,0,0,1]]"
38250,2801513671875000,"[[4,17,15,-15,16,7,1],[0,0,1]]"
38250,341688602664184570312500,"[[0,90,-19,-150,0,75,-30],[0,1]]"
38250,18910217285156250,"[[47,123,35,-73,-10,3],[1,0,0,1]]"
38253,38253,"[[1,-1,-6,1,5,-3],[1,1,1,1]]"
38256,10515729208049664,"[[0,-2,0,28,16,62,16],[]]"
38256,1224192000000000000,"[[-38,-80,61,126,15,-28,4],[]]"
38256,529334413418030871565918273536,"[[280,392,945,882,763,196,-14],[]]"
38256,2393185824553452652840704,"[[84,322,82,189,-4,-21,-2],[0,1,0,1]]"
38256,76581946385710484890902528,"[[105,91,-548,-21,301,168,56],[0,1]]"
38256,2067712552414183092054368256,"[[105,77,208,35,49,-168,-56],[0,1]]"
38256,1459350585937500000000,"[[-24,92,-49,-80,10,20,15],[1,1]]"
38256,1109080814911488,"[[0,-16,8,-9,22,-9],[]]"
38256,33888786122333184,"[[48,-48,-89,-4,-20,0,-1],[0,0,1]]"
38256,222066626789376,"[[12,4,-7,6,-7,4,-2],[]]"
38256,76581946385710484890902528,"[[280,616,-86,-420,171,-84,26],[0,1,0,1]]"
38256,2067712552414183092054368256,"[[168,-56,250,14,213,42,-16],[0,1,0,1]]"
38256,38256,"[[-1,-6,-10,1,6,-3],[0,0,1,1]]"
38256,406665433467998208,"[[-6,9,49,21,-5,-12],[1,1]]"
38256,8234975027726963712,"[[0,-54,206,-127,-81,-15,-1],[0,0,1,1]]"
38256,123231201656832,"[[16,-12,-31,19,19,-3],[]]"
38256,67692920832,"[[-36,60,17,-26,-21,-4],[]]"
