cond,disc,data
24469,24469,"[[-2,-2,1,0,-2,-1],[1,1,1,1]]"
24469,13003829829,"[[-49,-4,60,6,-15,1],[1,0,1]]"
24469,13003829829,"[[-1,-8,-12,10,5,-1],[0,1]]"
24471,73413,"[[6,3,-1,-1,-1],[0,0,0,1]]"
24471,5946453,"[[2,3,2,-2,-2,-1],[1]]"
24472,342608,"[[-4,6,-9,8,-4,2],[1,1]]"
24472,175214821376,"[[-42,-110,-43,22,7,-2],[]]"
24472,39206879952371712,"[[47,0,27,7,-14,4,-8],[1]]"
24473,24473,"[[0,-2,0,4,1,-1],[1,1,1]]"
24474,97896,"[[0,-1,-6,-6,8,-3],[0,0,1,1]]"
24474,1321596,"[[1,-1,-2,-1,0,-1],[0,1,1,1]]"
24475,1722275013748326400,"[[10,-46,-4,50,-20,2,2],[]]"
24475,814405625,"[[0,-5,12,-4,-5,1],[0,1,1]]"
24475,768051433930275,"[[-84,-261,-34,382,29,-207,60],[0,1,1]]"
24479,318227,"[[6,19,12,-8,-6,-1,1],[0,0,1,1]]"
24480,1079074539601920,"[[40,192,235,-35,-103,38,-4],[0,0,1,1]]"
24480,894705913036800,"[[27,-36,60,-68,41,-32,8],[]]"
24480,146193776640,"[[0,16,-31,-19,33,18],[]]"
24480,23480661981737779200,"[[587,-194,159,-36,21,-2,1],[1,1,1,1]]"
24480,4995715461120000,"[[40,-48,51,-19,17,-8,6],[0,0,1,1]]"
24480,79931447377920,"[[-7,13,2,9,-9,0,1],[1,1]]"
24480,182742220800,"[[0,-4,-3,2,9,-2,-2],[]]"
24480,299742927667200,"[[-3,12,-9,-9,-13,-5,-4],[0,0,1,1]]"
24480,99411768115200,"[[-4,-4,5,24,22,12],[]]"
24480,16243752960,"[[-4,4,12,-7,-10,2,1],[0,0,1,1]]"
24480,18733932979200000000000000,"[[-196,256,-295,-45,51,-96,-51],[1,1]]"
24480,314303240121561907200,"[[12,-48,36,36,51,18,15],[]]"
24480,47958868426752000000,"[[-27,27,-25,-9,-42,-6,-3],[0,1]]"
24480,19643952507597619200000000000000,"[[783,-1026,1179,180,-204,384,204],[]]"
24480,4795886842675200,"[[-19,30,-62,60,-55,30,-12],[1,0,1]]"
24480,50288518419449905152000000,"[[108,-108,99,36,168,24,12],[]]"
24480,2464237486080,"[[-4,-8,-1,7,9,-3],[]]"
24480,24384375000000000,"[[1,-13,1,49,-26,12,-1],[1,0,1]]"
24480,159862894755840,"[[1,-18,60,-71,26,-6],[0,0,1]]"
24480,5167880572407644160,"[[31,46,67,108,76,64,44],[]]"
