cond,disc,data
29584,7573504,"[[48,-8,29,-4,5,-1],[0,0,1,1]]"
29584,242352128,"[[-68,172,-103,-22,15,4],[0,0,0,1]]"
29584,127062312484864,"[[-57,-65,33,38,-13,-7,2],[0,1,0,1]]"
29584,1893376,"[[0,4,-3,-4,1,1],[0,0,1]]"
29584,969408512,"[[-21,-32,-60,-42,-34,-8,-3],[]]"
29584,248168579072,"[[-4,4,3,2,-3,-4,-2],[]]"
29592,4793904,"[[0,-2,-2,-2,-3,-1],[0,0,1,1]]"
29592,8522496,"[[0,4,0,-5,-1,1],[0,1,0,1]]"
29592,13145454427838745673728,"[[-47,-3,-12,-67,33,-48,16],[]]"
29592,6038938395648,"[[-200,204,3,-32,-4,1],[0,0,1,1]]"
29592,33930715594752,"[[-11,-17,-4,31,53,40,16],[]]"
29592,4793904,"[[0,-2,0,-1,1,1],[0,0,1,1]]"
29592,670993155072,"[[2,0,-2,-21,3,1],[1,0,1]]"
29592,388306224,"[[0,-3,-17,-27,-12,-2],[0,1]]"
29592,13145454427838745673728,"[[54,81,101,135,36,36,-4],[0,1]]"
29592,6038938395648,"[[1,-12,32,27,-23,-27,-7],[0,1,0,1]]"
29592,4793904,"[[0,-2,-2,3,-3,1],[0,0,1]]"
29592,39621474813846528,"[[-7,0,4,-63,-10,3],[1,0,1]]"
29592,33930715594752,"[[12,12,8,15,-10,4,-7],[0,0,1,1]]"
29592,388306224,"[[-1,-2,-1,8,-1,-6,2],[0,1,0,1]]"
29592,1037850624,"[[-4,6,-2,5,1,1],[1,0,1]]"
29595,443925,"[[0,15,24,1,-6,1],[0,1]]"
29600,3103784960000000000000000000,"[[-500,-200,-360,-116,-125,8,-32],[]]"
29600,1718426824188840000,"[[-195,-198,-117,-6,2,4,-1],[0,0,1,1]]"
29600,1939865600000,"[[0,16,-4,-9,0,2,-1],[0,0,1,1]]"
29600,473600,"[[0,4,23,28,-15,1],[0,0,1]]"
29600,77594624000,"[[-6,-1,-3,-10,-2,1],[0,1,0,1]]"
29600,10952000,"[[25,-10,15,-4,3,-1],[0,0,1,1]]"
29600,23125000000000000,"[[0,10,-54,-240,-185,-40],[0,1]]"
29600,361328125000000,"[[75,-10,60,-15,16,-3,1],[0,0,1,1]]"
29600,136900000000,"[[5,-22,8,1,-4,-1],[0,0,1]]"
29600,18944000,"[[0,-1,6,-3,-7,0,1],[]]"
29600,198642237440000000,"[[5,-17,-6,-19,-20,-16],[0,1]]"
