cond,disc,data
2800,10035200,"[[-4,-10,-8,3,3,-1],[1,0,1]]"
2800,71116843683571302400,"[[0,56,-181,-398,-163,4,-4],[]]"
2800,75295360000,"[[12,7,-3,-8,-2,1],[1,0,1]]"
2802,1613952,"[[1,1,-2,-3,2,1],[0,1]]"
2802,2802,"[[0,-1,0,-1,0,-1],[0,0,1,1]]"
2810,23019520,"[[-4,0,-1,-1],[0,0,0,1]]"
2810,89920,"[[1,3,0,-5,0,3,-1],[0,1]]"
2810,94287953920,"[[8,11,11,7,0,0,-1],[1,1,1,1]]"
2810,1372070312500,"[[-2596,-931,-46,25,8,-1],[1,1]]"
2813,2813,"[[0,1,0,1],[1,0,1,1]]"
2814,40377824298,"[[-25,-39,-36,-8,2,3,-1],[0,1,1,1]]"
2814,311595057468912,"[[8,7,-15,0,6,-14,-9],[1,0,0,1]]"
2815,2815,"[[11,-3,-26,4,19,-2,-5],[1,1,1]]"
2815,47227863040,"[[0,-1,-2,-3,-10,7,4],[]]"
2815,28643592440494240941749826875,"[[96,181,519,786,536,242,-11],[1,1,1]]"
2816,18099843704517296128,"[[-3,-16,48,104,97,44,14],[]]"
2816,180224,"[[0,-2,0,4,1,-2,-1],[]]"
2816,180224,"[[0,-2,-2,-4,-3,-2,-1],[]]"
2816,720896,"[[0,1,0,2,4,1],[]]"
2816,5767168,"[[1,-2,-5,4,12,4],[]]"
2816,738197504,"[[-4,-8,12,16,-17,-2],[]]"
2820,564000000,"[[-44,-28,6,-9,-5,1,-1],[1,1,1,1]]"
2821,39046271194021,"[[-6,-1,-32,-6,-42,1],[0,0,1]]"
2821,84040411,"[[-10,13,10,-11,-5,1],[1,0,1]]"
2824,11296,"[[0,2,-4,-4,5,5,1],[0,0,1,1]]"
2824,12718165347694280704,"[[0,16,24,57,-76,-16],[]]"
2835,47647845,"[[-1,4,-6,-4,2,-1],[1,1,1]]"
2835,121124267578125,"[[0,7,44,57,-60,13,-1],[0,1,1,1]]"
2836,5672,"[[0,-1,0,-1,1,-1],[1,0,1,1]]"
2837,2837,"[[0,-1,-2,-3,-2,-1],[0,1]]"
2837,2837,"[[-1,8,12,-2,-4,1],[1,1]]"
2837,2837,"[[0,1,1,-2,-1,1],[0,1]]"
2837,2837,"[[20,-3,7,-1,2,-1],[0,0,1,1]]"
2837,47596961792,"[[0,-3,-14,0,11,1],[1,0,1]]"
2838,1148984905574311542,"[[47,-51,27,33,-15,-11,-1],[1,0,1]]"
2840,56800000000,"[[6,20,8,-7,5,-1],[1,0,1]]"
2840,232652800,"[[8,-26,9,22,1,-2],[]]"
2842,2546432,"[[1,3,5,6,5,1],[0,1,1]]"
2848,45568,"[[0,-1,1,-1,-2],[1,1,1,1]]"
2848,364544,"[[0,2,-2,2,-2],[0,1,0,1]]"
2856,2558976,"[[14,60,72,15,-11,1],[1,0,1]]"
2856,27182905344,"[[-16,-96,-168,-75,19,-1],[1,0,1]]"
2856,818544771072,"[[0,-2,15,-6,-23,8,8],[]]"
2856,931550635537280304,"[[8,-11,8,51,-62,14],[0,1]]"
2856,4747990275899523072,"[[-14,21,57,-45,-36,16],[1,1]]"
2859,77193,"[[0,-2,4,-2,2,-1],[1,0,1,1]]"
2862,8586,"[[-1,0,0,1,1,1],[1,0,0,1]]"
2862,1108797439518,"[[-1,0,14,5,5,3],[0,1,1]]"
2862,20470619201660156250,"[[60,285,366,-48,-214,65,-5],[0,1,1]]"
2867,12025069568,"[[2,-2,-8,-2,12,14,6],[]]"
2872,367616,"[[-14,-29,-54,-52,-45,-20,-8],[1,1]]"
2872,96368328704,"[[-3,-2,-9,-8,1],[0,1,0,1]]"
2872,195366214656,"[[-16,-80,-106,-27,13,-1],[1,0,1]]"
2873,26474367156224,"[[-2,-18,-36,14,-40,-34,-6],[]]"
2873,48841,"[[0,0,2,-1,2,-2],[1,0,1,1]]"
2875,2875,"[[0,-1,-2,-2,-1],[0,0,1,1]]"
2875,2875,"[[0,1,8,36,20,4],[0,1,0,1]]"
2875,17547607421875,"[[-3,-20,-25,-25,-14,-5,-2],[0,1]]"
2880,220600697930749485897006879866880,"[[126,924,525,-4662,-1995,4452,2520],[]]"
2880,1400959571271842998380625920000,"[[-28,-392,77,-882,301,-196,70],[]]"
2880,358645650245591807585440235520,"[[-182,-700,-679,56,700,-56,-84],[]]"
2880,1721868840000000000000000,"[[-54,-216,-81,342,267,-132,-126],[]]"
2880,39676667636727152640,"[[38,236,191,-246,-245,64,70],[]]"
2880,225688792596480000,"[[-6,-12,39,12,48,24,3],[]]"
2880,56422198149120,"[[3,12,3,-12,21,-6,-6],[]]"
2880,2476694568960,"[[14,-8,35,-12,28,-4,7],[]]"
2880,881596846080,"[[0,-12,-15,-18,-6,-3],[]]"
2880,77396705280,"[[-10,56,-71,-58,77,64,12],[]]"
2880,11466178560,"[[-7,-13,1,5,-1,1],[]]"
2880,10749542400,"[[0,-2,7,6,-7,-4],[]]"
2880,1805510340771840,"[[12,-24,-60,96,93,-96,-42],[]]"
2886,225108,"[[5,13,2,-12,-2,4,-1],[0,1,0,1]]"
2890,34061315629882812500,"[[-422,-306,35,-75,3,-2],[1,0,1]]"
2891,6941291,"[[-82,-24,35,6,-6,-1],[1,1,1,1]]"
2891,1960742903606459,"[[-2,14,-14,-21,-14,7],[1]]"
2891,2891,"[[0,0,1,0,-2,1],[1]]"
